Job Title,Company Name,Key Skills,Location,Job Description,More Info
HR Executive  ( IT Recruitment ),destiny hr group services,"screening  ,  interpersonal skills  ,  employee exit  ,  social networking  ,  it recruitment  ,  recruitment  ,  hr executive  ,  communication skills","Delhi,  Delhi/NCR","Job Description:
Job Requirements:Experienced in IT recruitment ,  Sourcing ,  Screening  & amp; scheduling interviews.Negotiate on Salary aspects.Pre  & amp; post recruitment documentation.mu... More Details",https://www.timesjobs.com/job-detail/hr-executive-it-recruitment-destiny-hr-group-services-delhi-delhi-ncr-1-to-2-yrs-jobid-V4__SLASH____PLUS__x15TqdNzpSvf__PLUS__uAgZw==&source=srp
HR /  Admin  ( Female ),ANVITA OMNINEKTO INDIA PRIVATE LIMITED,"interviewing  ,  screening  ,  presentation skills  ,  hr  ,  payroll",Bengaluru / Bangalore,"Job Description:
2. HR /  Admin  ( Female ) Supports human resources department by screening ,  testing ,  and interviewing applicants.provides orientation for new employees by providing infor... More Details",https://www.timesjobs.com/job-detail/hr-admin-female-anvita-omninekto-india-private-limited-bengaluru-bangalore-3-to-6-yrs-jobid-xG__SLASH__UciKmHaRzpSvf__PLUS__uAgZw==&source=srp
HR Manager,siri innovations pvt.ltd,"interviewing  ,  employee relations  ,  exit interviews  ,  employee grievances  ,  hr manager  ,  training programs  ,  training employees  ,  legal compliance  ,  processing  ,  employee benefits",Hyderabad/Secunderabad,"Job Description:
Roles and Responsibilities Maintains the work structure by updating job requirements and job descriptions for all positions.maintains organization staff by establishing a recr... More Details",https://www.timesjobs.com/job-detail/hr-manager-siri-innovations-pvt-ltd-hyderabad-secunderabad-0-to-3-yrs-jobid-R5HGFdr3gZlzpSvf__PLUS__uAgZw==&source=srp
H. R. Manager,ANTRORSE CORPORATION,"interviewing  ,  leave  ,  employee benefits  ,  communication  ,  employee separation  ,  employee relations  ,  exit interviews  ,  management training  ,  employee orientation  ,  performance review  ,  salary administration  ,  compensation  ,  employee services",Bengaluru / Bangalore,"Job Description:
Analyzes wage and salary reports and data to determine competitive compensation plan.Writes directives advising department managers of Company policy regarding equal employmen... More Details",https://www.timesjobs.com/job-detail/h-r-manager-antrorse-corporation-bengaluru-bangalore-4-to-7-yrs-jobid-PPXOxXNaaY9zpSvf__PLUS__uAgZw==&source=srp
"Senior HR ,  Legal Affairs and Works Council Partner in Dreieich ,  - Hitachi",hitachi ltd,"hr management   ,   legal compliance   ,   works council relations   ,   data protection   ,   project management   ,  law  ,  agreements  ,  legal affairs  ,  legal knowledge",Germany,"Job Description:
### We're Hitachi Vantara ,  a global infrastructure business. Our people are the force of meaningful progress. We enable the incredible with data - from taking theme park fan... More Details",https://www.timesjobs.com/job-detail/senior-hr-legal-affairs-and-works-council-partner-in-dreieich-hitachi-hitachi-ltd-germany-5-to-10-yrs-jobid-NrAFuiXWKGhzpSvf__PLUS__uAgZw==&source=srp
"Operations Manager in Lodi ,  LO - Hitachi",hitachi ltd,"production management   ,   safety compliance   ,   lean manufacturing   ,   problem solving   ,   leadership skills   ,  production line  ,  implementation  ,  planning  ,  production process",Italy,"Job Description:
The Operations Manager will ensure safe ,  on quality on time and cost-effective production results that meet order demand ,  specifications ,  quality ,  and planning targets... More Details",https://www.timesjobs.com/job-detail/operations-manager-in-lodi-lo-hitachi-hitachi-ltd-italy-5-to-10-yrs-jobid-Ljz9mIo3dVVzpSvf__PLUS__uAgZw==&source=srp
"FP & A Analyst Incentive Programs in TBD ,  Global | ABB",ABB,"financial analysis   ,   financial modeling   ,   forecasting   ,   communication skills   ,   governance   ,  accounting  ,  international finance  ,  corporate finance  ,  financial planning  ,  reporting  ,  financial statements  ,  verbal communication",,"Job Description:
FP & amp;A Analyst Incentive ProgramsTake your next career step at ABB with a global team that is energizing the transformation of society and industry to achieve a more produ... More Details",https://www.timesjobs.com/job-detail/fp-a-analyst-incentive-programs-in-tbd-global-abb-abb-5-to-8-yrs-jobid-2f8HoItJz4NzpSvf__PLUS__uAgZw==&source=srp
"Executive Assistant in Sydney ,  NSW - Hitachi",hitachi ltd,"email management   ,   stakeholder management   ,   information flow management   ,   document management   ,   meeting scheduling   ,  liaising  ,  time management  ,  verbal communication  ,  travel management  ,  executive assistance",Australia,"Job Description:
Mission Statement:This role provides executive assistance to the Australian Country Managing Director ,  with additional ad hoc support provided to the Country Legal ,  Human ... More Details",https://www.timesjobs.com/job-detail/executive-assistant-in-sydney-nsw-hitachi-hitachi-ltd-australia-4-to-7-yrs-jobid-8KlVLJV42DpzpSvf__PLUS__uAgZw==&source=srp
"Community Relations Intern in Raleigh ,  NC - Hitachi",hitachi ltd,"communication skills   ,   critical thinking   ,   time management   ,   event management   ,   research skills   ,  employer branding  ,  hr representative",Raleigh,"Job Description:
General Information:As a Community Relations Intern ,  you will assist the Community Relations Manager in the Raleigh office. You will use professional communication ,  critic... More Details",https://www.timesjobs.com/job-detail/community-relations-intern-in-raleigh-nc-hitachi-hitachi-ltd-raleigh-0-to-1-yrs-jobid-ljgLxVtVGJ1zpSvf__PLUS__uAgZw==&source=srp
"Internship PGNR in Guntramsdorf ,  3 - Hitachi",hitachi ltd,"network security  ,   risk assessment  ,   policy implementation  ,   vulnerability management  ,   trend analysis   ,  electronics  ,  electrical engineering  ,  power engineering",,"Job Description:
Main tasks:Responsible for developing and managing network security systems.Assesses the potential risks and opportunities of vulnerability in networks.Implements network secu... More Details",https://www.timesjobs.com/job-detail/internship-pgnr-in-guntramsdorf-3-hitachi-hitachi-ltd-0-to-3-yrs-jobid-G7vyZeNd2wJzpSvf__PLUS__uAgZw==&source=srp
"Campus Events - Career Start Switzerland 80-100 PERCENT   ( f / m / d )  in Baden ,  AG - Hitachi",hitachi ltd,"product management   ,   project management   ,   mechanical engineering   ,   embedded systems   ,   information technology   ,  talent acquisition",Switzerland,"Job Description:
## You've met us at one of the career fairs in Switzerland and are a student or a recent graduate? Are you ready to shape the future of sustainable energy? Apply now to our Ta... More Details",https://www.timesjobs.com/job-detail/campus-events-career-start-switzerland-80-100-percent-f-m-d-in-baden-ag-hitachi-hitachi-ltd-switzerland-0-to-1-yrs-jobid-pTCoBdh7b5VzpSvf__PLUS__uAgZw==&source=srp
"Commissioning Engineer  ( m / f / d )  in Guntramsdorf ,  3 - Hitachi",hitachi ltd,"electrical engineering   ,   assembly   ,   control systems   ,   safety regulations   ,   cable installation   ,  cables  ,  electrician  ,  commissioning engineer  ,  construction  ,  power supply",,"Job Description:
At our Guntramsdorf location ,  we are looking for someone to strengthen our assembly team with a focus on medium- and low-voltage systems as well as on control systems.Your r... More Details",https://www.timesjobs.com/job-detail/commissioning-engineer-m-f-d-in-guntramsdorf-3-hitachi-hitachi-ltd-2-to-5-yrs-jobid-R2xVivf__PLUS__TpRzpSvf__PLUS__uAgZw==&source=srp
"Site Manager in Guntramsdorf ,  3 - Hitachi",hitachi ltd,"construction management   ,   project coordination   ,   multilingual communication   ,   health  &  safety   ,   reporting skills   ,  project management  ,  site manager  ,  constructionmanagement  ,  electrical  ,  monitoring  ,  site coordination  ,  hse manager  ,  project manager  ,  first aid",,"Job Description:
Site Manager F / M / DWe are looking for an experienced site manager to join our team at our Guntramsdorf location.Your ResponsibilitiesCommunicating with clients ,  project m... More Details",https://www.timesjobs.com/job-detail/site-manager-in-guntramsdorf-3-hitachi-hitachi-ltd-5-to-10-yrs-jobid-6sj0feGwrgRzpSvf__PLUS__uAgZw==&source=srp
Administration and Clerical,WALMART INDIA,"administration assistant  ,  administration  ,  word processing  ,  spreadsheets  ,  clerical  ,  clerk  ,  management  ,  administrative support",,"Job Description:
Location BOLINGBROOK ,  ILCareer Area -Job Function -Employment Type Full  &  Part TimePosition Type HourlyWhat you'll do at These roles will provide administrative support by... More Details",https://www.timesjobs.com/job-detail/administration-and-clerical-walmart-india-1-to-4-yrs-jobid-u9wHPi__PLUS__IgfJzpSvf__PLUS__uAgZw==&source=srp
Administration and Clerical,WALMART INDIA,"administration assistant  ,  administration  ,  word processing  ,  spreadsheets  ,  clerical  ,  clerk  ,  management  ,  administrative support",,"Job Description:
Location SPARTANBURG ,  SCCareer Area Distribution and Fulfillment CentersJob Function Distribution and Fulfillment CentersEmployment Type Full  &  Part TimePosition Type Hour... More Details",https://www.timesjobs.com/job-detail/administration-and-clerical-walmart-india-1-to-4-yrs-jobid-4wsa51dm5iRzpSvf__PLUS__uAgZw==&source=srp
Administration and Clerical,WALMART INDIA,"administration assistant  ,  administration  ,  word processing  ,  spreadsheets  ,  clerical  ,  clerk  ,  management  ,  administrative support",,"Job Description:
Location WESTAMPTON ,  NJCareer Area Distribution and Fulfillment CentersJob Function Distribution and Fulfillment CentersEmployment Type Full  &  Part TimePosition Type Hourl... More Details",https://www.timesjobs.com/job-detail/administration-and-clerical-walmart-india-1-to-4-yrs-jobid-oMqAXNWH1IVzpSvf__PLUS__uAgZw==&source=srp
Administration and Clerical,WALMART INDIA,"administration assistant  ,  administration  ,  word processing  ,  spreadsheets  ,  clerical  ,  clerk  ,  management  ,  administrative support",,"Job Description:
Location MADISON HEIGHTS ,  MICareer Area Distribution and Fulfillment CentersJob Function Distribution and Fulfillment CentersEmployment Type Full  &  Part TimePosition Type ... More Details",https://www.timesjobs.com/job-detail/administration-and-clerical-walmart-india-1-to-4-yrs-jobid-jx4Ip9DmMlBzpSvf__PLUS__uAgZw==&source=srp
Administration and Clerical,WALMART INDIA,"administration assistant  ,  administration  ,  word processing  ,  spreadsheets  ,  clerical  ,  clerk  ,  management  ,  administrative support",,"Job Description:
Location PINEVILLE ,  MOCareer Area Distribution and Fulfillment CentersJob Function Distribution and Fulfillment CentersEmployment Type Full  &  Part TimePosition Type Hourly... More Details",https://www.timesjobs.com/job-detail/administration-and-clerical-walmart-india-1-to-4-yrs-jobid-Ojc2sxOLr1JzpSvf__PLUS__uAgZw==&source=srp
Administration and Clerical,WALMART INDIA,"administration assistant  ,  administration  ,  word processing  ,  spreadsheets  ,  clerical  ,  clerk  ,  management  ,  administrative support",,"Job Description:
Location WACO ,  TXCareer Area Distribution and Fulfillment CentersJob Function Distribution and Fulfillment CentersEmployment Type Full  &  Part TimePosition Type HourlyWhat ... More Details",https://www.timesjobs.com/job-detail/administration-and-clerical-walmart-india-1-to-4-yrs-jobid-OF5dAjTVGbxzpSvf__PLUS__uAgZw==&source=srp
"Senior HR Partner  /  Legal Affairs  &  Works Council Relations in Dreieich ,  - Hitachi",hitachi ltd,"german labor law   ,   hr management   ,   communication skills   ,   negotiation   ,   project management   ,  hr manager  ,  hr projects  ,  recruitment process  ,  compensation",Germany,"Job Description:
We're Hitachi Vantara ,  a global infrastructure business. Our people are the force of meaningful progress. We enable the incredible with data - from taking theme park fans on... More Details",https://www.timesjobs.com/job-detail/senior-hr-partner-legal-affairs-works-council-relations-in-dreieich-hitachi-hitachi-ltd-germany-2-to-4-yrs-jobid-LR1UV8K1v6tzpSvf__PLUS__uAgZw==&source=srp
"HRBP - Reynosa ,  Mexico in Naucalpan de Juarez ,  MEX - Hitachi",hitachi ltd,"hr strategy alignment   ,   hr solutions advisory   ,   performance management   ,   talent management   ,   labor relations   ,  succession planning  ,  recruitment  ,  generalist  ,  employee welfare  ,  grievance  ,  communication  ,  employee engagement  ,  hr processes  ,  hr management  ,  business partner  ,  learning  ,  hr support",Mexico,"Job Description:
Location: Reynosa ,  MexicoOverview:Hitachi Energy is seeking a  ( Senior )  Human Resources Business Partner for Reynosa ,  Mexico location. As a core member of the local Bus... More Details",https://www.timesjobs.com/job-detail/hrbp-reynosa-mexico-in-naucalpan-de-juarez-mex-hitachi-hitachi-ltd-mexico-8-to-11-yrs-jobid-OJcmDQNiiHRzpSvf__PLUS__uAgZw==&source=srp
"HRBP - Reynosa ,  Mexico in San Luis Potosi ,  SLP - Hitachi",hitachi ltd,"hr strategy alignment   ,   hr solutions partnering   ,   performance management   ,   talent management   ,   labor relations   ,  succession planning  ,  recruitment  ,  generalist  ,  employee welfare  ,  grievance  ,  communication  ,  employee engagement  ,  hr processes  ,  hr management  ,  business partner  ,  learning  ,  hr support",Mexico,"Job Description:
Location: Reynosa ,  MexicoOverview:Hitachi Energy is seeking a  ( Senior )  Human Resources Business Partner for Reynosa ,  Mexico location. As a core member of the local Bus... More Details",https://www.timesjobs.com/job-detail/hrbp-reynosa-mexico-in-san-luis-potosi-slp-hitachi-hitachi-ltd-mexico-8-to-9-yrs-jobid-t5ymLaUjkGlzpSvf__PLUS__uAgZw==&source=srp
"Line Manager PLM Application Development ,  Applications Tools and LCM Support in Ludvika ,  W - Hitachi",hitachi ltd,"system  /  application development   ,   it operations   ,   product lifecycle management   ,   leadership experience   ,   agile project management   ,  employee training  ,  interpersonal skills  ,  talent management  ,  communication  ,  employee relations  ,  employee engagement  ,  management systems  ,  performance management",Sweden,"Job Description:
DescriptionYour ResponsibilitiesLeading the development team ,  responsible for application development in the PLM Area.Responsibility for application development and testing ... More Details",https://www.timesjobs.com/job-detail/line-manager-plm-application-development-applications-tools-and-lcm-support-in-ludvika-w-hitachi-hitachi-ltd-sweden-3-to-8-yrs-jobid-sOGv__SLASH__Hk20__SLASH__xzpSvf__PLUS__uAgZw==&source=srp
"Talent Acquisition Partner  ( 1 year contract )  in Tokyo ,  HE - Hitachi",hitachi ltd,"talent acquisition   ,   recruitment management   ,   interviewing techniques   ,   diversity  &  inclusion   ,   hr operations   ,  learning  ,  job posting  ,  talent management  ,  succession planning  ,  workforce  ,  ats  ,  processing  ,  performance management",Japan,"Job Description:
Mission Statement:Ensure effective talent acquisition through identification ,  attraction ,  and recruitment in line with the company's business needs. You will use market in... More Details",https://www.timesjobs.com/job-detail/talent-acquisition-partner-1-year-contract-in-tokyo-he-hitachi-hitachi-ltd-japan-0-to-3-yrs-jobid-qH2u62nS4H5zpSvf__PLUS__uAgZw==&source=srp
"Local HR Business Partner Corporate Functions  ( f / m / d )   ( part time )  in Mannheim ,  BW - Hitachi",hitachi ltd,"hr strategy   ,   stakeholder management   ,   talent management   ,   compensation strategies   ,   communication skills   ,  business partner  ,  learning  ,  hr policies  ,  hrbp  ,  global hr  ,  hr management",Germany,"Job Description:
At Hitachi Energy our purpose is advancing a sustainable energy future for all. We bring power to our homes ,  schools ,  hospitals and factories. Join us and work with fantas... More Details",https://www.timesjobs.com/job-detail/local-hr-business-partner-corporate-functions-f-m-d-part-time-in-mannheim-bw-hitachi-hitachi-ltd-germany-1-to-4-yrs-jobid-5AIwcQajMe9zpSvf__PLUS__uAgZw==&source=srp
"Project Specialist in Guntramsdorf ,  3 - Hitachi",hitachi ltd,"electrical engineering   ,   project management   ,   customer support   ,   proposal creation   ,   business expertise   ,  project design  ,  industrial facilities  ,  electrical switchgear  ,  power engineering  ,  construction  ,  project monitoring",,"Job Description:
We are seeking support in the field of grid integration / electrical plant construction and services. As a communicative individual ,  you combine technical expertise with sev... More Details",https://www.timesjobs.com/job-detail/project-specialist-in-guntramsdorf-3-hitachi-hitachi-ltd-3-to-8-yrs-jobid-DzpXW3lip__PLUS__9zpSvf__PLUS__uAgZw==&source=srp
"Working Student Transformers in Guntramsdorf ,  3 - Hitachi",hitachi ltd,"crm management   ,   project management   ,   sales   ,   fluency in german   ,   fluent english   ,  electronics  ,  sustainable energy  ,  transformers  ,  electrical  ,  distribution transformers",,"Job Description:
At Hitachi Energy our purpose is advancing a sustainable energy future for all. We bring power to our homes ,  schools ,  hospitals and factories. Join us and work with fantas... More Details",https://www.timesjobs.com/job-detail/working-student-transformers-in-guntramsdorf-3-hitachi-hitachi-ltd-0-to-3-yrs-jobid-iiy7EuDZnkxzpSvf__PLUS__uAgZw==&source=srp
"Engineering Manager in Guntramsdorf ,  3 - Hitachi",hitachi ltd,"team leadership   ,   project management   ,   technical planning   ,   budgeting   ,   iso audits   ,  utility  ,  plc  ,  safety standards",,"Job Description:
We are seeking a dynamic personality to head our engineering team at our Guntramsdorf location. In this role ,  you will be involved in planning and building power supply syst... More Details",https://www.timesjobs.com/job-detail/engineering-manager-in-guntramsdorf-3-hitachi-hitachi-ltd-4-to-7-yrs-jobid-RiGB1GoLv4NzpSvf__PLUS__uAgZw==&source=srp
"HR Specialist for Poland in Krakow ,  MA - Hitachi",hitachi ltd,"hr experience   ,   legalization processes   ,   immigration knowledge   ,   analytical skills   ,   communication skills   ,  css  ,  hitachi",,"Job Description:
Hitachi Energy is a pioneering technology leader that is helping to increase access to affordable ,  reliable ,  sustainable ,  and modern energy for all. We help to power you... More Details",https://www.timesjobs.com/job-detail/hr-specialist-for-poland-in-krakow-ma-hitachi-hitachi-ltd-1-to-5-yrs-jobid-CjNdyn9q965zpSvf__PLUS__uAgZw==&source=srp
"Quality  &  CI Manager - Reynosa ,  Mexico in Naucalpan de Juarez ,  MEX - Hitachi",hitachi ltd,"quality assurance   ,   iso standards   ,   data analysis   ,   problem solving   ,   training  &  development   ,  failure analysis  ,  safety  ,  operational excellence  ,  iso 9000  ,  quality initiatives  ,  implementation  ,  process improvement  ,  planning  ,  maintenance",Mexico,"Job Description:
## **Location:** Reynosa ,  Mexico**Basic Function:** Develop ,  maintain ,  and manage a Quality Assurance  ( QA )  Organization that is effective at ensuring compliance to a... More Details",https://www.timesjobs.com/job-detail/quality-ci-manager-reynosa-mexico-in-naucalpan-de-juarez-mex-hitachi-hitachi-ltd-mexico-2-to-10-yrs-jobid-zGz4drdmCMBzpSvf__PLUS__uAgZw==&source=srp
"Quality  &  CI Manager - Reynosa ,  Mexico in San Luis Potosi ,  SLP - Hitachi",hitachi ltd,"quality management  ,   iso certification  ,   data analysis  ,   process improvement  ,   training staff    ,  failure analysis  ,  safety  ,  operational excellence  ,  iso 9000  ,  quality initiatives  ,  implementation  ,  planning  ,  maintenance",Mexico,"Job Description:
# **Location:** Reynosa ,  Mexico**Basic Function:** Develop ,  maintain ,  and manage a Quality Assurance  ( QA )  Organization that is effective at ensuring compliance to al... More Details",https://www.timesjobs.com/job-detail/quality-ci-manager-reynosa-mexico-in-san-luis-potosi-slp-hitachi-hitachi-ltd-mexico-10-to-12-yrs-jobid-Q9kqkn54V__PLUS__9zpSvf__PLUS__uAgZw==&source=srp
Junior HR Executive,Vibrant Info,"hr  ,  people skills  ,  conflict resolution  ,  hr generalist  ,  compensation  ,  hr executive  ,  payroll  ,  communication  ,  employee performance",Bengaluru / Bangalore,"Job Description:
Junior HR ExecutiveBangalorePosted 1 day agoJob Description:Preparing job descriptions ,  advertising vacant positions ,  and managing the employment process.Orienting new emp... More Details",https://www.timesjobs.com/job-detail/junior-hr-executive-vibrant-info-bengaluru-bangalore-2-to-5-yrs-jobid-__PLUS__8Mh44vw5JBzpSvf__PLUS__uAgZw==&source=srp
HR Executive,jobingo hr solution,"interviewing  ,  screening  ,  hris  ,  training needs  ,  learning  ,  hr  ,  communication skills  ,  ats  ,  hr policies  ,  hr solutions  ,  hr manager  ,  performance review  ,  employee retention  ,  management systems  ,  compensation  ,  hr executive  ,  employee performance",Jaipur,"Job Description:
Design compensation and benefits packagesImplement performance review procedures  ( e.g. quarterly / annual and 360 evaluations ) Develop fair HR policies and ensure employees... More Details",https://www.timesjobs.com/job-detail/hr-executive-jobingo-hr-solution-jaipur-3-to-4-yrs-jobid-s45CwyZd__PLUS__sJzpSvf__PLUS__uAgZw==&source=srp
HR Generalist,SEVEN CONSULTANCY,"talent management  ,  hr recruiter  ,  employment law  ,  leave  ,  employee recognition  ,  compensation  ,  hr  ,  hr management","Navi Mumbai,  Mumbai","Job Description:
JOB DETAILSRecruits ,  interviews ,  and facilitates the hiring of qualified job applicants for open positions; collaborates with departmental managers to understand skills an... More Details",https://www.timesjobs.com/job-detail/hr-generalist-seven-consultancy-navi-mumbai-mumbai-4-to-5-yrs-jobid-5C9noMMU8MZzpSvf__PLUS__uAgZw==&source=srp
Hr Executive /  Manager,websetters,"interviewing  ,  screening  ,  hr policies  ,  training needs  ,  hr manager  ,  learning  ,  hr  ,  performance review  ,  employee retention  ,  management systems  ,  compensation  ,  hr executive  ,  employee performance",Mohali,"Job Description:
We are looking for an HR Executive at Websetters Mohali to manage our companys recruiting ,  learning and development ,  and employee performance programs.HR Executive respons... More Details",https://www.timesjobs.com/job-detail/hr-executive-manager-websetters-mohali-0-to-3-yrs-jobid-kWHuqrkA2xZzpSvf__PLUS__uAgZw==&source=srp
HR Business Partner- Corporate,BLACKBERRY,"business partner  ,  hrbp  ,  hr  ,  mba hr  ,  decision making",Gurgaon,"Job Description:
Role profile: Roles  &  Responsibilities:- Establishes HR practises  ,  Guidelines ,  and approaches Business team with solution Collaborates with managers and staff to enhanc... More Details",https://www.timesjobs.com/job-detail/hr-business-partner-corporate-blackberry-gurgaon-6-to-9-yrs-jobid-EEEPdRu81eRzpSvf__PLUS__uAgZw==&source=srp
HR Executive,SEVEN CONSULTANCY,"talent acquisition  ,  hr recruiter  ,  recruitment  ,  employee onboarding  ,  hr generalist  ,  compensation  ,  hr  ,  performance management  ,  training  &  development",Hyderabad/Secunderabad,"Job Description:
JOB DETAILSAdminister compensation and benefit plansAssist in talent acquisition and recruitment processesConduct employee onboarding and help organize training  &  developmen... More Details",https://www.timesjobs.com/job-detail/hr-executive-seven-consultancy-hyderabad-secunderabad-1-to-4-yrs-jobid-tD8DmNmHGNRzpSvf__PLUS__uAgZw==&source=srp
HR Recruiter,DViO Digital,"screening  ,  compensation  ,  hr  ,  social networking  ,  interview scheduling  ,  communication skills",Pune,"Job Description:
Responsibilities- Sourcing ,  screening ,  interview scheduling coordination ,  negotiating compensation packages ,  etc. Should be able to get a pool of candidates ,  do tele... More Details",https://www.timesjobs.com/job-detail/hr-recruiter-dvio-digital-pune-0-to-3-yrs-jobid-Ar__PLUS__bsRO5JLVzpSvf__PLUS__uAgZw==&source=srp
HR Executive,Tender Software,"hr  ,  generalist  ,  recruitment process  ,  hr generalist  ,  esi  ,  hr executive  ,  staff welfare  ,  communication skills",Chennai,"Job Description:
HR Executive Education Qualification: MBA  ( HR  &  Finance  /  Operations  /  Marketing ) Experience: 1  YearLocation: ChennaiRequired Skills:Have experience in End to End re... More Details",https://www.timesjobs.com/job-detail/hr-executive-tender-software-chennai-1-to-4-yrs-jobid-luntccJgb5NzpSvf__PLUS__uAgZw==&source=srp
Business Development Consultant,Boyen Haddin Consultants LLP,"marketing  ,  business development  ,  key accounts  ,  sales  ,  account management",Mumbai,"Job Description:
Job DetailCareer Level Junior LevelExperience In Years 4Job DescriptionJob Description:To be responsible for generating business in Human Resource.To be responsible for creati... More Details",https://www.timesjobs.com/job-detail/business-development-consultant-boyen-haddin-consultants-llp-mumbai-0-to-3-yrs-jobid-00KBPA8Vl9RzpSvf__PLUS__uAgZw==&source=srp
Senior Core HR Specialist,PEOL,"exit interviews  ,  hr policies  ,  hr  ,  hr functions  ,  employee database  ,  performance management system  ,  employee orientation  ,  recruitment  ,  compensation",Bengaluru / Bangalore,"Job Description:
Senior Core HR Specialist Job Description: Plan and manage recruitment and selection of staffPlan and conduct new employee orientationIdentify and manage training and developm... More Details",https://www.timesjobs.com/job-detail/senior-core-hr-specialist-peol-bengaluru-bangalore-0-to-3-yrs-jobid-p9wjhnCuRcZzpSvf__PLUS__uAgZw==&source=srp
HR Generalist,Splash India Private Limited,"employee onboarding  ,  policies  ,  hr  ,  salary  ,  training  &  development  ,  people skills  ,  talent acquisition  ,  recruitment  ,  hr generalist  ,  compensation  ,  communication  ,  performance management",Indore,"Job Description:
Job TitleHiring for HR GeneralistJob Responsibilities1. Administer compensation and benefit plans 2. Assist in talent acquisition and recruitment processes 3. Conduct employee... More Details",https://www.timesjobs.com/job-detail/hr-generalist-splash-india-private-limited-indore-1-to-2-yrs-jobid-DWL__SLASH__qBRwRu9zpSvf__PLUS__uAgZw==&source=srp
Corporate Risk Manager,Kennametal India Ltd,"risk management  ,   insurance programs  ,   claims management  ,   enterprise risk management  ,   financial analysis   ,  liaising  ,  administration  ,  security  ,  travel",Pittsburgh,"Job Description:
Corporate Risk ManagerLocation:Pittsburgh ,  PA ,  US ,  15219Onsite or Remote:HybridREQ ID:44661With over 80 years as an industrial technology leader ,  Kennametal Inc. deliv... More Details",https://www.timesjobs.com/job-detail/corporate-risk-manager-kennametal-india-ltd-pittsburgh-5-to-8-yrs-jobid-Kofe6pkFCjNzpSvf__PLUS__uAgZw==&source=srp
"Local HRBP in Monselice ,  PD - Hitachi",hitachi ltd,"strategic hr partnering   ,   labor relations   ,   hr strategy development   ,   talent management   ,   employee relations   ,  business partner  ,  hr activities  ,  interpersonal skills  ,  learning  ,  talent acquisition  ,  succession planning  ,  communication  ,  hrbp  ,  employee engagement  ,  hr processes  ,  performance management",Italy,"Job Description:
DescriptionLooking to take your HRBP career to new heights? Join Hitachi Energy Power Transformers ,  a global leader in the energy sector ,  and become a vital part of our te... More Details",https://www.timesjobs.com/job-detail/local-hrbp-in-monselice-pd-hitachi-hitachi-ltd-italy-5-to-8-yrs-jobid-h__SLASH__UZV37fqX9zpSvf__PLUS__uAgZw==&source=srp
"HR Project Manager ,  North America in Raleigh ,  NC - Hitachi",hitachi ltd,"hr projects   ,   process management   ,   stakeholder engagement   ,   project documentation   ,   communication skills   ,  hr representative  ,  shared services  ,  presentation skills  ,  hr services  ,  hr operations  ,  processing  ,  compensation  ,  payroll  ,  attendance system",Raleigh,"Job Description:
# As a core member of the Human Resources Operations and reporting to HR Project Manager ,  North America ,  you will deliver HR Projects that support the HR community ,  busi... More Details",https://www.timesjobs.com/job-detail/hr-project-manager-north-america-in-raleigh-nc-hitachi-hitachi-ltd-raleigh-5-to-8-yrs-jobid-VvlDSVNv1lxzpSvf__PLUS__uAgZw==&source=srp
"HR Project Manager ,  North America in Saint-Laurent ,  QC - Hitachi",hitachi ltd,"hr projects   ,   process improvement   ,   stakeholder engagement   ,   project management   ,   communication skills   ,  hr representative  ,  shared services  ,  presentation skills  ,  hr services  ,  hr operations  ,  processing  ,  compensation  ,  payroll  ,  attendance system",Raleigh,"Job Description:
# As a core member of the Human Resources Operations and reporting to HR Project Manager ,  North America ,  you will deliver HR Projects that support the HR community ,  busi... More Details",https://www.timesjobs.com/job-detail/hr-project-manager-north-america-in-saint-laurent-qc-hitachi-hitachi-ltd-raleigh-5-to-8-yrs-jobid-NCjwqOzXFD9zpSvf__PLUS__uAgZw==&source=srp
"Field Service Technician in Guntramsdorf ,  3 - Hitachi",hitachi ltd,"service solutions   ,   system measurement   ,   diagnostic  &  troubleshooting   ,   german fluency   ,   project management   ,  repair  ,  spare parts  ,  safety  ,  innovation  ,  tapping  ,  service technician  ,  commissioning  ,  license  ,  maintenance",,"Job Description:
At Hitachi Energy our purpose is advancing a sustainable energy future for all. We bring power to our homes ,  schools ,  hospitals and factories. Join us and work with fantas... More Details",https://www.timesjobs.com/job-detail/field-service-technician-in-guntramsdorf-3-hitachi-hitachi-ltd-2-to-3-yrs-jobid-vGA7WlOfV9hzpSvf__PLUS__uAgZw==&source=srp
"Commissioning Engineer  ( m / f / d )  in Guntramsdorf ,  3 - Hitachi",hitachi ltd,"electrical engineering   ,   assembly experience   ,   technical understanding   ,   maintenance and servicing   ,   safety regulations   ,  electronic components  ,  electrician  ,  production  ,  utility  ,  innovation",,"Job Description:
Commissioning Engineer  ( F / M / D ) Hitachi Energy is a pioneering technology leader that is helping to increase access to affordable ,  reliable ,  sustainable ,  and moder... More Details",https://www.timesjobs.com/job-detail/commissioning-engineer-m-f-d-in-guntramsdorf-3-hitachi-hitachi-ltd-1-to-5-yrs-jobid-7vTjrpAm8Y1zpSvf__PLUS__uAgZw==&source=srp
